,title,adult,genre_ids,original_language,popularity,release_date,vote_average,vote_count,Date,Budget,Rank,Worldwide,Domestic,%,Foreign,%.1,Title
2978,Lethal Weapon 2,False,"[Action, Adventure, Comedy, Crime, Thriller]",en,9.309,1989-07-07,6.9,1982.0,,,,,,,,,Lethal Weapon 2
2979,Lethal Weapon 3,False,"[Action, Adventure, Comedy, Crime, Thriller]",en,8.914,1992-05-15,6.6,1589.0,"May 15, 1992"," $35,000,000",," $319,700,000"," $144,731,527",,,,Lethal Weapon 3
2980,Lethal Weapon 4,False,"[Action, Adventure, Comedy, Crime, Thriller]",en,10.568,1998-07-10,6.5,1493.0,"Jul 10, 1998"," $140,000,000",," $285,400,000"," $130,444,603",,,,Lethal Weapon 4
2981,Letter from Masanjia,,,,,,,,,,759.0,"$23,481","$23,481",100%,-,-,Letter from Masanjia
2982,Letters From Baghdad,,,,,,,,,,407.0,"$502,941","$359,735",71.5%,"$143,206",28.5%,Letters From Baghdad
2983,Letters from Iwo Jima,False,"[Action, Drama, War]",en,11.232999999999999,2006-12-19,7.4,1105.0,,,,,,,,,Letters from Iwo Jima
2984,Level Up,,,,,,,,,,608.0,"$24,083","$1,469",6.1%,"$22,614",93.9%,Level Up
2985,Leviathan,False,[Drama],ru,10.175,2014-09-24,7.5,444.0,,,,,,,,,Leviathan
2986,Li'l Quinquin,,,,,,,,,,611.0,"$17,868","$7,192",40.3%,"$10,676",59.7%,Li'l Quinquin
2987,Liam Gallagher: As It Was,,,,,,,,,,345.0,"$477,009",-,-,"$477,009",100%,Liam Gallagher: As It Was
2988,Liar Liar,False,[Comedy],en,12.169,1997-03-21,6.6,3261.0,"Mar 21, 1997"," $45,000,000",," $302,710,615"," $181,410,615",,,,Liar Liar
2989,Licence to Kill,False,"[Action, Adventure, Thriller]",en,18.883,1989-07-07,6.2,1014.0,"Jul 14, 1989"," $42,000,000",," $156,167,015"," $34,667,015",,,,Licence to Kill
2990,License to Wed,,,,,,,,"Jul 3, 2007"," $35,000,000",," $70,187,088"," $43,799,818",,,,License to Wed
2991,Life,,,,,,,,"Apr 16, 1999"," $75,000,000",344.0,"$1,231,606",-,-,"$1,231,606",100%,Life
2995,Life Is Beautiful,False,"[Comedy, Drama]",it,18.861,1997-12-20,8.5,8243.0,,,,,,,,,Life Is Beautiful
2996,Life Itself,,,,,,,,,,233.0,"$7,997,774","$4,102,648",51.3%,"$3,895,126",48.7%,Life Itself
2997,Life and Nothing More,,,,,,,,,,566.0,"$40,581","$24,358",60%,"$16,223",40%,Life and Nothing More
2998,Life as We Know It,,,,,,,,"Oct 8, 2010"," $38,000,000",," $105,887,837"," $53,374,681",,,,Life as We Know It
2999,Life in a Walk,,,,,,,,,,618.0,"$16,557","$16,557",100%,-,-,Life in a Walk
3000,Life of Brian,False,[Comedy],en,12.815999999999999,1979-08-17,7.8,2464.0,,,,,,,,,Life of Brian
3001,Life of Pi,False,"[Action, Adventure, Drama]",en,14.415999999999999,2012-11-20,7.3,9470.0,"Nov 21, 2012"," $120,000,000",," $620,912,003"," $124,987,022",,,,Life of Pi
3002,Life of the Party,,,,,,,,,,94.0,"$65,859,911","$53,059,911",80.6%,"$12,800,000",19.4%,Life of the Party
3003,"Life, Animated",,,,,,,,,,415.0,"$342,664","$255,388",74.5%,"$87,276",25.5%,"Life, Animated"
3004,"Life, or Something Like It",,,,,,,,"Apr 26, 2002"," $40,000,000",," $14,448,589"," $14,448,589",,,,"Life, or Something Like It"
3005,Lifeboat,False,"[Drama, Thriller]",en,6.728,1944-01-28,7.5,214.0,,,,,,,,,Lifeboat
3006,Lifted,False,"[Animation, Science Fiction, Family]",en,8.693999999999999,2006-12-28,7.6,406.0,,,,,,,,,Lifted
3007,Light of My Life,,,,,,,,,,329.0,"$547,161","$20,056",3.7%,"$527,105",96.3%,Light of My Life
3008,Lights Out,,,,,,,,,,59.0,"$148,868,835","$67,268,835",45.2%,"$81,600,000",54.8%,Lights Out
3009,Like Arrows,,,,,,,,,,390.0,"$928,265","$817,990",88.1%,"$110,275",11.9%,Like Arrows
3010,Like Crazy,False,"[Comedy, Drama]",it,6.474,2016-05-17,7.5,558.0,,,219.0,"$9,029,150","$107,362",1.2%,"$8,921,788",98.8%,Like Crazy
3011,"Like Father, Like Son",False,[Drama],ja,7.044,2013-09-28,7.6,277.0,,,,,,,,,"Like Father, Like Son"
3012,Like Me,,,,,,,,,,813.0,"$12,965","$12,965",100%,-,-,Like Me
3013,Like Stars on Earth,False,[Drama],hi,12.462,2007-12-21,8.0,469.0,,,,,,,,,Like Stars on Earth
3014,"Like Sunday, Like Rain",,,,,,,,,,586.0,"$28,208","$28,208",100%,-,-,"Like Sunday, Like Rain"
3015,Like for Likes,,,,,,,,,,255.0,"$5,715,555","$50,839",0.9%,"$5,664,716",99.1%,Like for Likes
3016,Lila & Eve,,,,,,,,,,465.0,"$179,807","$38,263",21.3%,"$141,544",78.7%,Lila & Eve
3017,Lilo & Stitch,False,"[Animation, Family]",en,14.144,2002-06-21,7.4,3552.0,"Jun 21, 2002"," $80,000,000",," $245,800,000"," $145,771,527",,,,Lilo & Stitch
3018,Lilya 4-ever,False,"[Crime, Drama]",sv,9.971,2002-08-23,7.8,269.0,,,,,,,,,Lilya 4-ever
3019,Limelight,False,"[Comedy, Drama, Romance]",en,7.832999999999999,1952-10-31,8.0,234.0,,,,,,,,,Limelight
3020,Lincoln,,,,,,,,"Nov 9, 2012"," $65,000,000",," $273,346,281"," $182,207,973",,,,Lincoln
3021,Linda Ronstadt: The Sound of My Voice,,,,,,,,,,208.0,"$4,252,657","$4,252,657",100%,-,-,Linda Ronstadt: The Sound of My Voice
3022,Line Walker 2: Invisible Spy,,,,,,,,,,69.0,"$99,482,027","$296,751",0.3%,"$99,185,276",99.7%,Line Walker 2: Invisible Spy
3023,Lion,False,[Drama],en,24.206,2016-11-24,8.1,4396.0,,,62.0,"$140,312,928","$51,738,905",36.9%,"$88,574,023",63.1%,Lion
3024,Lion of the Desert,,,,,,,,1980," $35,000,000",," $1,500,000"," $1,500,000",,,,Lion of the Desert
3025,Lionel Richie at Glastonbury,,,,,,,,,,573.0,"$30,123","$30,123",100%,-,-,Lionel Richie at Glastonbury
3026,Lions for Lambs,,,,,,,,"Nov 9, 2007"," $35,000,000",," $63,211,088"," $14,998,070",,,,Lions for Lambs
3027,Lisbela and the Prisoner,False,"[Comedy, Romance]",pt,0.927,2003-08-22,7.8,229.0,,,,,,,,,Lisbela and the Prisoner
3028,Listen to Me Marlon,,,,,,,,,,401.0,"$516,337","$425,831",82.5%,"$90,506",17.5%,Listen to Me Marlon
3029,Little,,,,,,,,,,98.0,"$48,987,096","$40,860,481",83.4%,"$8,126,615",16.6%,Little
3030,Little Accidents,,,,,,,,,,644.0,"$10,071","$10,071",100%,-,-,Little Accidents
3031,Little Big Man,False,"[Adventure, Comedy, Drama, Western]",en,9.615,1970-12-14,7.7,275.0,,,,,,,,,Little Big Man
3032,Little Boy,,,,,,,,,,185.0,"$17,572,289","$6,485,961",36.9%,"$11,086,328",63.1%,Little Boy
3033,Little England 2015 Re-release,,,,,,,,,,637.0,"$12,077","$12,077",100%,-,-,Little England 2015 Re-release
3034,Little Fockers,,,,,,,,"Dec 22, 2010"," $100,000,000",," $310,650,574"," $148,438,600",,,,Little Fockers
3035,Little Italy,,,,,,,,,,357.0,"$1,362,536","$990,230",72.7%,"$372,306",27.3%,Little Italy
3036,Little Joe,,,,,,,,,,436.0,"$192,224","$23,862",12.4%,"$168,362",87.6%,Little Joe
3037,Little Man,,,,,,,,"Jul 14, 2006"," $64,000,000",," $101,636,047"," $58,636,047",,,,Little Man
3038,Little Men,,,,,,,,,,313.0,"$2,008,649","$702,537",35%,"$1,306,112",65%,Little Men
3039,Little Miss Sunshine,False,"[Comedy, Drama]",en,9.032,2006-07-26,7.6,3984.0,,,,,,,,,Little Miss Sunshine
3040,Little Monsters,,,,,,,,,,479.0,"$130,381",-,-,"$130,381",100%,Little Monsters
3041,Little Nicky,,,,,,,,"Nov 10, 2000"," $80,000,000",," $58,270,391"," $39,442,871",,,,Little Nicky
3042,Little Pink House,,,,,,,,,,537.0,"$220,948","$220,948",100%,-,-,Little Pink House
3043,Little Q,,,,,,,,,,150.0,"$16,360,233","$1,652",<0.1%,"$16,358,581",100%,Little Q
3044,Little Shop of Horrors 2017 Re-release,,,,,,,,,,456.0,"$233,865","$233,865",100%,-,-,Little Shop of Horrors 2017 Re-release
3045,Little Women,False,"[Drama, Romance]",en,35.016,2019-12-25,8.0,1239.0,"Dec 25, 2019"," $42,000,000",207.0,"$11,483,561","$1,379,497",12%,"$10,104,064",88%,Little Women
3047,Little Woods,,,,,,,,,,449.0,"$171,912","$150,010",87.3%,"$21,902",12.7%,Little Woods
3048,Liu Lang Di Qiu,,,,,,,,"Feb 1, 2019"," $50,000,000",," $698,258,870"," $5,875,487",,,,Liu Lang Di Qiu
3049,Live Free or Die Hard,False,"[Action, Thriller]",en,15.379000000000001,2007-06-20,6.5,3649.0,"Jun 27, 2007"," $110,000,000",," $382,288,147"," $134,529,403",,,,Live Free or Die Hard
3050,Live and Let Die,False,"[Adventure, Action, Thriller]",en,21.205,1973-07-05,6.5,1014.0,,,,,,,,,Live and Let Die
3051,Live by Night,,,,,,,,"Dec 25, 2016"," $65,000,000",169.0,"$22,678,555","$10,378,555",45.8%,"$12,300,000",54.2%,Live by Night
3052,Living Proof,,,,,,,,,,694.0,"$9,512","$9,512",100%,-,-,Living Proof
3053,Liyana,,,,,,,,,,705.0,"$44,045","$44,045",100%,-,-,Liyana
3054,Liz and the Blue Bird,,,,,,,,,,407.0,"$726,454","$63,204",8.7%,"$663,250",91.3%,Liz and the Blue Bird
3055,Lizzie,,,,,,,,,,396.0,"$844,786","$642,157",76%,"$202,629",24%,Lizzie
3056,Lo and Behold: Reveries of the Connected World,,,,,,,,,,372.0,"$765,796","$594,912",77.7%,"$170,884",22.3%,Lo and Behold: Reveries of the Connected World
3057,Lobster Cop,,,,,,,,,,217.0,"$10,373,129","$85,693",0.8%,"$10,287,436",99.2%,Lobster Cop
3058,"Lock, Stock and Two Smoking Barrels",False,"[Comedy, Crime]",en,9.597999999999999,1998-03-05,8.1,3655.0,,,,,,,,,"Lock, Stock and Two Smoking Barrels"
3059,Logan,False,"[Action, Drama, Science Fiction]",en,32.507,2017-02-28,7.8,13591.0,"Feb 23, 2017"," $127,000,000",15.0,"$619,021,436","$226,277,068",36.6%,"$392,744,368",63.4%,Logan
3060,Logan Lucky,,,,,,,,,,104.0,"$48,453,605","$27,780,977",57.3%,"$20,672,628",42.7%,Logan Lucky
3061,Logan's Run,False,"[Action, Science Fiction]",en,12.144,1976-06-23,6.6,468.0,,,,,,,,,Logan's Run
3062,Lolita,False,"[Drama, Romance]",en,12.543,1962-06-13,7.4,1053.0,"Jul 22, 1998"," $55,000,000",," $1,147,784"," $1,147,784",,,,Lolita
3063,Lolo,,,,,,,,,,230.0,"$7,663,798","$24,134",0.3%,"$7,639,664",99.7%,Lolo
3064,London Fields,,,,,,,,,,444.0,"$487,420","$252,676",51.8%,"$234,744",48.2%,London Fields
3065,London Has Fallen,,,,,,,,"Mar 2, 2016"," $60,000,000",44.0,"$205,754,447","$62,524,260",30.4%,"$143,230,187",69.6%,London Has Fallen
3066,Lone Survivor,False,"[Action, Drama, War]",en,15.857000000000001,2013-12-24,7.4,2551.0,"Dec 25, 2013"," $40,000,000",," $149,804,632"," $125,095,601",,,,Lone Survivor
3067,Long Day's Journey Into Night,,,,,,,,,,115.0,"$42,140,994","$521,365",1.2%,"$41,619,629",98.8%,Long Day's Journey Into Night
3068,Long Shot,,,,,,,,"May 1, 2019"," $40,000,000",94.0,"$53,863,812","$30,316,271",56.3%,"$23,547,541",43.7%,Long Shot
3069,Long Strange Trip - The Untold Story of The Grateful Dead,,,,,,,,,,435.0,"$351,957","$351,957",100%,-,-,Long Strange Trip - The Untold Story of The Grateful Dead
3070,Look Away,,,,,,,,,,372.0,"$1,119,537",-,-,"$1,119,537",100%,Look Away
3071,Look Who's Talking,False,"[Comedy, Romance]",en,10.137,1989-10-12,6.0,1276.0,,,,,,,,,Look Who's Talking
3072,Looking Up,,,,,,,,,,59.0,"$122,994,583","$84,267",<0.1%,"$122,910,316",99.9%,Looking Up
3073,Looking for Mr. Goodbar,False,"[Drama, Thriller]",en,4.74,1977-10-19,6.9,41.0,,,,,,,,,Looking for Mr. Goodbar
3074,Looney Tunes: Back in Action,,,,,,,,"Nov 14, 2003"," $80,000,000",," $54,540,662"," $20,950,820",,,,Looney Tunes: Back in Action
3075,Loopers: The Caddie's Long Walk,,,,,,,,,,507.0,"$90,679","$90,679",100%,-,-,Loopers: The Caddie's Long Walk
3076,Loose Cannons,False,"[Comedy, Drama, Romance]",it,7.428999999999999,2010-02-12,7.4,377.0,,,,,,,,,Loose Cannons
3077,Lord of War,,,,,,,,"Sep 16, 2005"," $42,000,000",," $60,437,727"," $24,149,632",,,,Lord of War
3078,Lords of Chaos,,,,,,,,,,360.0,"$365,353","$253,184",69.3%,"$112,169",30.7%,Lords of Chaos
3079,Loro,,,,,,,,,,560.0,"$35,613","$35,613",100%,-,-,Loro
3080,Loro 2,False,[Drama],it,4.645,2018-05-10,7.3,263.0,,,,,,,,,Loro 2
3081,Los Domirriqueños 2,,,,,,,,,,275.0,"$1,187,280","$1,187,280",100%,-,-,Los Domirriqueños 2
3082,Los Reyes,,,,,,,,,,572.0,"$30,418","$30,418",100%,-,-,Los Reyes
3083,Los Sures,,,,,,,,,,513.0,"$83,992","$83,992",100%,-,-,Los Sures
3084,Lost & Found,,,,,,,,,,571.0,"$164,026","$125,173",76.3%,"$38,853",23.7%,Lost & Found
3085,Lost Highway,False,"[Drama, Thriller, Mystery]",en,16.234,1997-01-15,7.6,1310.0,,,,,,,,,Lost Highway
3086,Lost In Space,,,,,,,,"Apr 3, 1998"," $80,000,000",," $136,047,317"," $69,117,629",,,,Lost In Space
3087,Lost River,,,,,,,,,,391.0,"$615,500","$45,431",7.4%,"$570,069",92.6%,Lost River
3088,Lost and Love,,,,,,,,,,144.0,"$34,930,177","$188,817",0.5%,"$34,741,360",99.5%,Lost and Love
3089,Lost in Hong Kong,,,,,,,,,,29.0,"$256,283,912","$1,302,281",0.5%,"$254,981,631",99.5%,Lost in Hong Kong
3090,Lost in Paris,,,,,,,,,,318.0,"$2,082,381","$691,597",33.2%,"$1,390,784",66.8%,Lost in Paris
3091,Lost in Translation,False,"[Comedy, Drama, Romance]",en,14.418,2003-08-31,7.4,4010.0,,,,,,,,,Lost in Translation
3092,"Lou Andreas-Salomé, The Audacity to be Free",,,,,,,,,,445.0,"$278,982","$12,875",4.6%,"$266,107",95.4%,"Lou Andreas-Salomé, The Audacity to be Free"
3093,Louder Than Bombs,,,,,,,,,,347.0,"$1,160,724","$163,807",14.1%,"$996,917",85.9%,Louder Than Bombs
3094,Love,,,,,,,,,,368.0,"$861,057","$249,083",28.9%,"$611,974",71.1%,Love
3095,Love & Basketball,False,"[Action, Comedy, Drama, Romance]",en,7.716,2000-04-21,7.4,204.0,,,,,,,,,Love & Basketball
3096,Love & Friendship,,,,,,,,,,172.0,"$21,401,949","$14,016,568",65.5%,"$7,385,381",34.5%,Love & Friendship
3097,Love & Mercy,,,,,,,,,,158.0,"$28,641,776","$12,551,031",43.8%,"$16,090,745",56.2%,Love & Mercy
3098,Love & Taxes,,,,,,,,,,583.0,"$33,150","$33,150",100%,-,-,Love & Taxes
3099,Love Actually,False,"[Comedy, Drama, Romance]",en,12.232999999999999,2003-09-07,7.1,4090.0,"Nov 7, 2003"," $45,000,000",," $248,360,482"," $59,472,278",,,,Love Actually
3100,Love After Love,,,,,,,,,,610.0,"$121,098","$121,098",100%,-,-,Love After Love
3101,Love Forecast,,,,,,,,,,203.0,"$13,608,637","$32,211",0.2%,"$13,576,426",99.8%,Love Forecast
3102,Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,,,,,,,,,,180.0,"$7,733,048","$34,135",0.4%,"$7,698,913",99.6%,Love Live! Sunshine!! The School Idol Movie: Over The Rainbow
3103,Love Live! The School Idol Movie,,,,,,,,,,177.0,"$21,292,009","$115,840",0.5%,"$21,176,169",99.5%,Love Live! The School Idol Movie
3104,Love Me If You Dare,False,"[Comedy, Drama, Romance]",fr,8.121,2003-09-17,7.3,1224.0,,,,,,,,,Love Me If You Dare
3105,Love Me True,,,,,,,,,,630.0,"$20,100","$20,100",100%,-,-,Love Me True
3106,Love Story,False,"[Drama, Romance]",en,9.594,1970-12-16,6.7,317.0,,,,,,,,,Love Story
3107,Love Thy Nature,,,,,,,,,,547.0,"$52,947","$41,149",77.7%,"$11,798",22.3%,Love Thy Nature
3108,Love and Death,False,"[Comedy, History]",en,8.616,1975-06-10,7.8,434.0,,,,,,,,,Love and Death
3109,Love at First Bite,False,"[Romance, Comedy, Horror]",en,4.698,1979-04-26,6.2,51.0,,,,,,,,,Love at First Bite
3110,Love in the Time of Cholera,,,,,,,,"Nov 16, 2007"," $45,000,000",," $31,077,418"," $4,617,608",,,,Love in the Time of Cholera
3111,Love the Coopers,,,,,,,,,,131.0,"$42,426,912","$26,302,731",62%,"$16,124,181",38%,Love the Coopers
3112,"Love, Antosha",,,,,,,,,,523.0,"$75,308","$50,168",66.6%,"$25,140",33.4%,"Love, Antosha"
3113,"Love, Cecil",,,,,,,,,,506.0,"$107,940","$106,057",98.3%,"$1,883",1.7%,"Love, Cecil"
3114,"Love, Gilda",,,,,,,,,,418.0,"$626,318","$626,318",100%,-,-,"Love, Gilda"
3115,"Love, Kennedy",,,,,,,,,,422.0,"$407,871","$407,871",100%,-,-,"Love, Kennedy"
3116,"Love, Rosie",False,"[Comedy, Romance]",en,12.443,2014-10-16,7.8,4052.0,,,,,,,,,"Love, Rosie"
3117,"Love, Simon",False,"[Comedy, Drama, Romance]",en,15.427,2018-02-16,8.1,3772.0,,,92.0,"$66,316,289","$40,826,341",61.6%,"$25,489,948",38.4%,"Love, Simon"
3118,"Love, Sweat and Tears",,,,,,,,,,758.0,"$3,482","$3,482",100%,-,-,"Love, Sweat and Tears"
3119,Loveless,False,[Drama],ru,9.073,2017-06-01,7.4,403.0,,,271.0,"$3,925,992","$566,356",14.4%,"$3,359,636",85.6%,Loveless
3120,Lovesong,,,,,,,,,,688.0,"$10,626","$10,626",100%,-,-,Lovesong
3121,Loving,,,,,,,,,,199.0,"$12,957,265","$7,751,969",59.8%,"$5,205,296",40.2%,Loving
3122,Loving Pablo,,,,,,,,,,176.0,"$17,535,962","$22,017",0.1%,"$17,513,945",99.9%,Loving Pablo
3123,Loving Vincent,False,"[Animation, Drama, Mystery]",en,13.39,2017-06-22,8.2,1451.0,,,117.0,"$42,187,665","$6,735,118",16%,"$35,452,547",84%,Loving Vincent
3124,Lowriders,,,,,,,,,,234.0,"$6,312,033","$6,303,560",99.9%,"$8,473",0.1%,Lowriders
3125,Lu Over the Wall,,,,,,,,,,573.0,"$161,253","$109,857",68.1%,"$51,396",31.9%,Lu Over the Wall
3126,Luce,,,,,,,,,,244.0,"$2,268,204","$2,010,613",88.6%,"$257,591",11.4%,Luce
3127,Lucha Mexico,,,,,,,,,,677.0,"$11,722","$11,722",100%,-,-,Lucha Mexico
3128,Lucifer,,,,,,,,,,213.0,"$3,956,978",-,-,"$3,956,978",100%,Lucifer
3129,Luck-Key,,,,,,,,,,116.0,"$48,913,975","$466,505",1%,"$48,447,470",99%,Luck-Key
3130,Lucky,False,[Drama],en,12.128,2017-09-29,7.4,265.0,,,310.0,"$2,325,971","$955,925",41.1%,"$1,370,046",58.9%,Lucky
3131,Lucky Lady,False,[],en,2.969,1975-12-25,5.7,3.0,,,,,,,,,Lucky Lady
3132,Lucky Number Slevin,False,"[Drama, Thriller, Crime, Mystery]",en,14.360999999999999,2006-02-24,7.5,2512.0,,,,,,,,,Lucky Number Slevin
3133,Lucky Numbers,,,,,,,,"Oct 27, 2000"," $65,000,000",," $10,014,234"," $10,014,234",,,,Lucky Numbers
3134,Lucky You,,,,,,,,"May 4, 2007"," $55,000,000",," $6,521,829"," $5,755,286",,,,Lucky You
3135,Lucky and Zorba,False,[Animation],it,5.7139999999999995,1998-12-22,7.7,401.0,,,,,,,,,Lucky and Zorba
3136,Lucy,,,,,,,,"Jul 25, 2014"," $40,000,000",," $457,507,776"," $126,573,960",,,,Lucy
3137,Lucy in the Sky,,,,,,,,,,375.0,"$325,950","$319,976",98.2%,"$5,974",1.8%,Lucy in the Sky
3138,Luis and the Aliens,,,,,,,,,,198.0,"$12,627,729","$169,710",1.3%,"$12,458,019",98.7%,Luis and the Aliens
3139,Luka Chuppi,,,,,,,,,,249.0,"$1,923,586","$1,042,905",54.2%,"$880,681",45.8%,Luka Chuppi
3140,Lupin the 3rd: Castle of Cagliostro 2017 Re-release,,,,,,,,,,488.0,"$151,802","$142,425",93.8%,"$9,377",6.2%,Lupin the 3rd: Castle of Cagliostro 2017 Re-release
3141,Lupin the Third: The Castle of Cagliostro,False,"[Adventure, Animation, Comedy, Crime]",ja,11.780999999999999,1979-12-15,7.5,485.0,,,,,,,,,Lupin the Third: The Castle of Cagliostro
3142,Luther,,,,,,,,"Sep 26, 2003"," $35,000,000",," $32,717,063"," $5,781,086",,,,Luther
3143,Luzia: Cirque du Soleil in Cinema,,,,,,,,,,399.0,"$265,673","$265,673",100%,-,-,Luzia: Cirque du Soleil in Cinema
3144,Lycan,,,,,,,,,,697.0,"$9,110","$9,110",100%,-,-,Lycan
3145,Lynryd Skynyrd: Last of the Street Survivors Farewell Tour,,,,,,,,,,472.0,"$137,888","$137,888",100%,-,-,Lynryd Skynyrd: Last of the Street Survivors Farewell Tour
3146,"Léon Morin, Priest 2017 Re-release",,,,,,,,,,561.0,"$44,511","$44,511",100%,-,-,"Léon Morin, Priest 2017 Re-release"
3147,Léon: The Professional,False,"[Crime, Drama, Action]",en,24.288,1994-09-14,8.3,8789.0,,,,,,,,,Léon: The Professional
3148,M,False,"[Action, Crime, Drama, Thriller]",de,13.752,1931-05-11,8.1,1019.0,,,,,,,,,M
3149,M*A*S*H,False,"[Comedy, Drama, War]",en,11.8,1970-01-24,7.1,486.0,,,,,,,,,M*A*S*H
3150,M.S. Dhoni: The Untold Story,,,,,,,,,,144.0,"$28,903,047","$1,801,550",6.2%,"$27,101,497",93.8%,M.S. Dhoni: The Untold Story
3151,MET Opera: Magic Flute,,,,,,,,,,498.0,"$307,686","$307,686",100%,-,-,MET Opera: Magic Flute
3152,MFKZ,,,,,,,,,,447.0,"$461,724","$229,423",49.7%,"$232,301",50.3%,MFKZ
3153,MI-5,,,,,,,,,,260.0,"$5,161,464",-,-,"$5,161,464",100%,MI-5
3154,Ma,,,,,,,,,,91.0,"$61,105,672","$45,896,028",75.1%,"$15,209,644",24.9%,Ma
3155,Ma ma,,,,,,,,,,334.0,"$1,375,709","$47,258",3.4%,"$1,328,451",96.6%,Ma ma
3156,Macbeth,,,,,,,,,,188.0,"$16,322,067","$1,110,707",6.8%,"$15,211,360",93.2%,Macbeth
3157,Machines,,,,,,,,,,667.0,"$14,331","$9,710",67.8%,"$4,621",32.2%,Machines
3158,Macon County Line,False,[Drama],en,1.712,1974-08-08,6.5,13.0,,,,,,,,,Macon County Line
3159,Mad City,,,,,,,,"Nov 7, 1997"," $50,000,000",," $10,561,038"," $10,561,038",,,,Mad City
3160,Mad Max,False,"[Action, Adventure, Science Fiction, Thriller]",en,13.779000000000002,1979-04-12,6.7,2412.0,,,,,,,,,Mad Max
3161,Mad Max 2,False,"[Action, Adventure, Science Fiction, Thriller]",en,11.741,1981-12-24,7.4,1933.0,,,,,,,,,Mad Max 2
3162,Mad Max: Fury Road,False,"[Action, Adventure, Science Fiction]",en,28.5,2015-05-13,7.5,15705.0,"May 14, 2015"," $150,000,000",21.0,"$374,736,354","$153,636,354",41%,"$221,100,000",59%,Mad Max: Fury Road
3163,Mad Max: Fury Road 2016 Re-release,,,,,,,,,,402.0,"$421,986","$421,986",100%,-,-,Mad Max: Fury Road 2016 Re-release
3164,Mad Tiger,,,,,,,,,,717.0,"$6,823","$6,823",100%,-,-,Mad Tiger
3165,Madaari,,,,,,,,,,605.0,"$24,822",-,-,"$24,822",100%,Madaari
3166,Madagascar,False,"[Animation, Family]",en,16.805999999999997,2005-05-25,6.8,7010.0,"May 27, 2005"," $75,000,000",," $556,559,566"," $193,595,521",,,,Madagascar
3167,Madagascar 3: Europe's Most Wanted,False,"[Animation, Comedy, Family]",en,15.368,2012-06-06,6.5,3813.0,"Jun 8, 2012"," $145,000,000",," $746,921,271"," $216,391,482",,,,Madagascar 3: Europe's Most Wanted
3168,Madagascar: Escape 2 Africa,False,"[Animation, Comedy, Family]",en,18.058,2008-10-30,6.4,4307.0,"Nov 7, 2008"," $150,000,000",," $599,680,774"," $180,174,880",,,,Madagascar: Escape 2 Africa
3169,Madame 2017 Re-release,,,,,,,,,,289.0,"$3,182,153","$90,979",2.9%,"$3,091,174",97.1%,Madame 2017 Re-release
3170,Madame Bovary,,,,,,,,,,389.0,"$658,532","$44,235",6.7%,"$614,297",93.3%,Madame Bovary
3171,Made Me Do It,,,,,,,,,,623.0,"$11,151","$11,151",100%,-,-,Made Me Do It
3172,Made for More,,,,,,,,,,296.0,"$2,999,134","$2,999,134",100%,-,-,Made for More
3173,Made in Abyss: Journey's Dawn,,,,,,,,,,475.0,"$134,194","$134,047",99.9%,$147,0.1%,Made in Abyss: Journey's Dawn
3174,Made in France,,,,,,,,,,691.0,"$9,956","$9,956",100%,-,-,Made in France
3175,Made in India,,,,,,,,,,347.0,"$1,594,164","$790,628",49.6%,"$803,536",50.4%,Made in India
3176,Made of Honor,,,,,,,,"May 2, 2008"," $40,000,000",," $106,548,738"," $46,012,734",,,,Made of Honor
3177,Madeline's Madeline,,,,,,,,,,551.0,"$197,309","$185,576",94.1%,"$11,733",5.9%,Madeline's Madeline
3178,Maggie,,,,,,,,,,333.0,"$1,394,052","$187,112",13.4%,"$1,206,940",86.6%,Maggie
3179,Maggie's Plan,,,,,,,,,,251.0,"$5,883,891","$3,351,735",57%,"$2,532,156",43%,Maggie's Plan
3180,Magic Mike XXL,,,,,,,,,,60.0,"$117,813,057","$66,013,057",56%,"$51,800,000",44%,Magic Mike XXL
3181,Magnolia,False,[Drama],en,12.798,1999-12-10,7.7,1903.0,"Dec 17, 1999"," $37,000,000",," $48,446,802"," $22,450,975",,,,Magnolia
3182,Magnum Force,False,"[Action, Crime, Drama, Mystery, Thriller]",en,12.92,1973-12-23,7.2,501.0,,,,,,,,,Magnum Force
3183,Magnus,,,,,,,,,,498.0,"$101,739","$8,944",8.8%,"$92,795",91.2%,Magnus
3184,Maid in Manhattan,,,,,,,,"Dec 13, 2002"," $55,000,000",," $163,838,217"," $93,932,896",,,,Maid in Manhattan
3185,Maiden,,,,,,,,,,220.0,"$3,495,241","$3,168,978",90.7%,"$326,263",9.3%,Maiden
3186,Making Rounds,,,,,,,,,,724.0,"$1,484","$1,484",100%,-,-,Making Rounds
3187,Making Waves: The Art of Cinematic Sound,,,,,,,,,,530.0,"$63,998","$53,144",83%,"$10,854",17%,Making Waves: The Art of Cinematic Sound
3188,Making the Five Heartbeats,,,,,,,,,,668.0,"$67,415","$67,415",100%,-,-,Making the Five Heartbeats
3189,Mala Mala,,,,,,,,,,643.0,"$10,761","$10,761",100%,-,-,Mala Mala
3190,Malcolm X,False,"[Drama, History]",en,12.225999999999999,1992-11-18,7.5,794.0,"Nov 18, 1992"," $35,000,000",," $48,169,910"," $48,169,910",,,,Malcolm X
